Executable name	Version	Application name	Application category	Number of devices	Number of executions	Average memory usage per execution [bytes]
webexmta.exe	3911.0.1911.100	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	1	7	1788196
rdpclip.exe	10.0.16299.1715	Microsoft Windows Operating System	Operating System	2	19	1786718
ose.exe	16.0.11328.20554	Office Source Engine	-	3	4	1785856
winlogon.exe	10.0.17763.737	Microsoft Windows Operating System	Operating System	3	23	1785856
nfsclnt.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	1	8	1785856
spotifywebhelper.exe	1.0.59.395	Spotify	-	1	13	1784595
hpwuschd2.exe	80.1.1.0	hpwuSchd Application	Utility & Device driver	18	242	1784326
omadmprc.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3071	39852	1783076
aesm_service.exe	2.3.100.49777	Intel Software Guard Extensions	Utility & Device driver	3	12	1782579
piconstartup.exe	1828.12.0.1150	Intel PIconStartup	Utility & Device driver	5	11	1781387
googleupdaterservice.exe	2.4.2617.4952	Google Update	-	1	6	1780394
winlogon.exe	10.0.16299.696	Microsoft Windows Operating System	Operating System	15	134	1779327
ftscanmgrhv.exe	2.3.8.0	unknown	Virtualization	1	7	1778834
ddvrulesprocessor.exe	5.2.9.106	Dell Data Vault	Utility & Device driver	2	15	1778210
wmiprvse.exe	10.0.14393.2155	Microsoft Windows Operating System	Operating System	8	312	1778084
intelmodemauthenticator.exe	1.0.0.18	IntelModemAuthenticator	-	9	61	1778066
rtkauduservice64.exe	1.0.0.180	Realtek HD Audio Universal Service	-	2	53	1775429
rtkauduservice64.exe	1.0.215.1	Realtek HD Audio Universal Service	-	9	203	1773432
ipodservice.exe	12.10.5.12	iPodService	-	3	35	1772202
wtabletservicepro.exe	6.3.33.3	WTablet Service	-	1	1	1769472
jre-8u251-windows-au.exe	8.0.2510.8	Java Platform SE 8 U251	-	8	10	1769472
wowreg32.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	1	1	1769472
jupyter-notebook.exe	0.0.0.0	unknown	-	1	7	1769472
jupyter.exe	0.0.0.0	unknown	-	1	7	1769472
nxtusm.exe	6.25.3.1	Nexthink Collector	-	1	3	1769472
vmware-usbarbitrator64.exe	18.1.2.0	VMware USB Arbitration Service	Virtualization	4	35	1769472
wsreset.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	1	1	1769472
msfeedssync.exe	11.0.16299.371	Internet Explorer	-	6	11	1769472
netstat.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	9	161	1769472
isbew64.exe	21.0.0.289	InstallShield	-	5	400	1769472
hyperdstarter.exe	2018.3.2.5075	Tableau Hyper Starter Binary	-	1	4	1769472
iastoriconlaunch.exe	1.0.0.1	Delayed launcher	Utility & Device driver	1	1	1769472
deviceenroller.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	55	3789	1769472
ssdtsetup (1).exe	14.0.61712.50	Microsoft SQL Server Data Tools - Visual Studio 2017	-	1	4	1769472
amptools.exe	9.0.181.0	KACE Agent	-	21	131	1769472
timeout.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	9	38	1769472
wdservicestarter_32.exe	4.9.0.86	WatchDox Windows Plug-in	-	1	7	1769472
tutty.exe	0.60.2.0	TuTTY suite	-	1	1	1769472
cmd.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	3	47	1769472
yourphoneserver.exe	1.20012.135.0	Microsoft Your Phone	-	1	2	1769472
dw20.exe	14.0.7011.1000	Microsoft Application Error Reporting	IT	11	26	1769472
musnotifyicon.exe	10.0.18362.719	Microsoft Windows Operating System	Operating System	1	127	1769472
cliprenew.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	3	35	1769472
rtkaudioservice64.exe	1.0.0.88	Realtek Audio Service	Utility & Device driver	1	6	1769472
horizon_client_service.exe	7.12.0.0	VMware Horizon View	Virtualization	1	7	1769472
hyperdstarter.exe	2019.4.1.8496	Tableau Hyper Starter	-	1	6	1769472
tbtsvc.exe	17.1.64.5	Thunderbolt Software	Utility & Device driver	143	518	1768894
applemobiledeviceservice.exe	474.0.2.5	unknown	-	2	20	1766195
powermgr.exe	10.0.88.0	Lenovo Power Manager	-	2	19	1766022
conemu-cyg-64.exe	1.2.5.0	ConEmu	-	2	18	1766022
snippingtool.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	2	19	1766022
cmd.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	140	1042780	1765137
sswiachecker.exe	1.0.0.5	ScanSnap Tool	-	1	11	1763514
webexmta.exe	4001.0.2001.200	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	7	63	1762692
windowgrid.exe	1.3.1.1	WindowGrid	-	1	8	1761280
sh.exe	0.0.0.0	unknown	Unknown	51	20710	1759738
syntphelper.exe	19.0.17.87	Synaptics Pointing Device Driver	Utility & Device driver	1	12	1758549
syntplpr.exe	19.3.4.214	Synaptics Pointing Device Driver	Utility & Device driver	11	176	1758282
autohotkey.exe	1.1.32.0	unknown	-	3	31	1756364
braveupdate.exe	1.3.99.0	BraveSoftware Update	-	1	194	1754051
vmnat.exe	14.1.8.50471	VMware Workstation	Virtualization	2	16	1753088
wdservicestarter_32.exe	5.4.3.20	Workspaces Windows Plug-in	-	3	24	1753088
radeonsettings.exe	10.1.2.1783	Radeon Settings	Utility & Device driver	1	7	1750747
ccxprocess.exe	3.0.1.1	CCXProcess	-	1	10	1749811
rtkaudioservice64.exe	1.0.0.89	Realtek Audio Service	Utility & Device driver	2	45	1749083
cptservice.exe	3.5.2018.1030	Zoom Video Call	-	31	246	1748732
cptservice.exe	4.7.2020.403	Zoom Video Call	-	17	117	1747811
vcddaemon.exe	5.4.5.1	Virtual CloneDrive	Other	1	3	1747626
evernoteclipper.exe	6.23.2.8859	Evernote	-	1	18	1747626
git.exe	2.16.1.1	Git	-	146	260490	1747197
fontdrvhost.exe	10.0.17763.1075	Microsoft Windows Operating System	Operating System	200	3534	1747099
conmon_cmm_service.exe	4.0.3.1	Dante Control and Monitoring	-	4	45	1746170
musnotifyicon.exe	10.0.17763.1007	Microsoft Windows Operating System	Operating System	2443	78943	1744896
a4wsignonmgr.exe	6.2.0.0	Sage 300 ERP	-	3	16	1744896
omadmprc.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	542	7333	1744656
webexmta.exe	3908.0.1909.200	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	2	18	1743985
rtkugui64.exe	1.0.666.0	Realtek USB audio menadžer	-	32	235	1742216
ibmpmsvc.exe	1.66.0.22	Lenovo Power Management Service	-	6	36	1742165
windows.warp.jitservice.exe	0.0.0.0	unknown	Unknown	20	309	1741031
msdtc.exe	2001.12.10941.16384	Microsoft Windows Operating System	Operating System	2	18	1740800
ciscowebexstart.exe	10050.1.2020.131	Cisco Webex Meeting	Instant messaging & Video-conferencing	3	19	1740344
steamservicetmp.exe	5.79.39.85	Steam Client Service	-	1	12	1736704
mdnsresponder.exe	3.1.0.1	Bonjour	Network application	38	337	1736397
cliprenew.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3154	23397	1735297
ibtsiva.exe	18.1.1605.3087	Intel Wireless Bluetooth	Utility & Device driver	20	184	1735247
trustedinstaller.exe	10.0.17763.1098	Microsoft Windows Operating System	Operating System	202	27957	1734479
dwrcst.exe	7.5.6.1	DameWare Development DWRCS	IT	136	1145	1732696
vmnat.exe	15.5.2.54704	VMware Workstation	Virtualization	1	5	1730150
putty.exe	0.71.0.0	PuTTY suite	Security & Protection	2	11	1730150
troubleshooter.exe	3.1.9.0	Seclore FileSecure	-	1	23	1728902
kaceoffice365update.exe	0.0.0.0	unknown	-	89	92	1728608
evernoteclipper.exe	6.18.4.8489	Evernote	-	3	32	1728512
raserver.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3163	329230	1727341
systemidlecheck.exe	6.0.7106.1402	PC-Doctor for Windows	-	15	329	1726579
mdnsresponder.exe	2.0.2.0	Bonjour	Network application	14	149	1726082
searchfilterhost.exe	7.0.18362.657	Windows Search	-	1	1436	1726026
lplatsvc.exe	1.67.14.4	Lenovo Platform Service	-	509	26394	1720569
musnotificationux.exe	10.0.17763.914	Microsoft Windows Operating System	Operating System	296	1308	1720320
displaylinkui.exe	7.9.296.0	DisplayLink Core Software v7.9.296.0	-	1	9	1718499
acrotray.exe	15.23.20053.15062	AcroTray - Adobe Acrobat Distiller helper application	Other	29	259	1716832
syntpenhservice.exe	19.3.4.214	Synaptics Pointing Device Driver	Utility & Device driver	11	168	1716072
ibmpmsvc.exe	1.67.12.24	Lenovo Power Management Service	-	27	312	1715501
syntphelper.exe	19.0.17.98	Synaptics Pointing Device Driver	Utility & Device driver	20	258	1715442
gamebarftserver.exe	3.38.2002.25003	Xbox.Apps.GamingOverlay	-	3	6	1714858
agmservice.exe	6.2.0.190	Adobe Genuine Software Service	-	107	870	1713498
lsaiso.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	7	1713298
devicecensus.exe	10.0.18362.1023	Microsoft Windows Operating System	Operating System	495	3952	1713298
rundll32.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	5	46	1712872
vssvc.exe	10.0.14393.3053	Microsoft Windows Operating System	Operating System	4	17	1711646
rtkauduservice64.exe	1.0.0.176	Realtek HD Audio Universal Service	-	18	418	1711497
evernotetray.exe	6.23.2.8859	Evernote	-	1	9	1711217
microsoftedgeupdate.exe	1.3.121.21	Microsoft Edge Update	-	3	1097	1709178
pacjsworker.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	54	1707576
jusched.exe	2.8.241.7	Java Platform SE Auto Updater	-	4	38	1705707
tracker.exe	15.0.28307.421	Microsoft Build Tools	-	1	10	1703936
r.exe	3.61.11246.0	unknown	-	1	5	1703936
atieclxx.exe	6.14.11.1199	AMD External Events	-	1	7	1703936
msdepsvc.exe	7.1.1994.0	Microsoft Windows Operating System	Operating System	1	7	1703936
dwm.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	1	3	1703936
firmwareupdaterservice.exe	0.0.0.0	unknown	Unknown	1	7	1703936
defrag.exe	10.0.17134.1304	Windows Drive Optimizer	-	1	3	1703936
mpsigstub.exe	1.1.16900.5	Microsoft Malware Protection	-	91	462	1703936
git.exe	2.24.1.2	Git	-	6	24218	1703936
zoomit64.exe	4.50.0.0	Sysinternals ZoomIt	Utility & Device driver	1	5	1703936
vsdebugconsole.exe	16.0.29702.44	Microsoft Visual Studio	-	1	15	1703936
git.exe	2.25.1.1	Git	-	3	2012	1703936
fnplicensingservice.exe	11.16.2.1	FlexNet Publisher (32 bit)	-	1	6	1703936
rdpclip.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	1	3	1703936
defrag.exe	10.0.17763.1	Windows Drive Optimizer	-	2489	5314	1703635
psexesvc.exe	2.20.0.0	Sysinternals PsExec	Utility & Device driver	5	29	1701595
dashost.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	294	3033	1701240
conemu-cyg-64.exe	1.2.7.0	unknown	-	4	93	1701117
amazon music helper.exe	7.10.0.2175	Amazon Music Helper	-	1	25	1698474
swiservice.exe	2.2.1801.0	SwiService	-	1	10	1697382
tracert.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	8	13	1696654
repostrt.exe	3.52.0.0	AWD Viewstation 3.5.2	-	7	99	1696488
musnotifyicon.exe	10.0.17763.292	Microsoft Windows Operating System	Operating System	50	1811	1696285
scdaemon.exe	2.0.26.23341	GNU Privacy Guard (GnuPG)	-	3	17	1696225
cxutilsvc.exe	2.12.0.0	Utility Service	-	18	120	1696160
fontdrvhost.exe	10.0.17763.1158	Microsoft Windows Operating System	Operating System	19	77	1694896
f5machinecertservice.exe	7110.2015.815.150	BIG-IP Edge Client	Network application	2	21	1694573
socketheciserver.exe	1.50.638.1	Intel Capability Licensing Service TCP IP Interface	Utility & Device driver	1	12	1692020
trustedinstaller.exe	10.0.18362.719	Microsoft Windows Operating System	Operating System	4	456	1691091
nosleep.exe	1.0.4.0	NoSleep	-	2	5	1690828
conemuc64.exe	18.6.26.0	ConEmu	-	9	184	1690138
msascuil.exe	4.13.17134.1	Microsoft Windows Operating System	Operating System	3	31	1690138
jusched.exe	2.8.51.16	Java Platform SE Auto Updater	-	6	32	1689892
settingsynchost.exe	10.0.17134.885	Microsoft Windows Operating System	Operating System	3	30	1689372
git.exe	2.22.0.1	Git	-	11	37668	1689325
sedsvc.exe	10.0.17134.10007	Microsoft Windows Operating System	Operating System	1	4	1687552
redirector.exe	14.9.8000.28	Citrix Receiver	-	3760	38307	1686505
syntplpr.exe	18.1.27.20	Synaptics Pointing Device Driver	Utility & Device driver	16	137	1685758
mdnsresponder.exe	3.0.0.10	Bonjour	Network application	66	726	1683785
vagrant-vmware-utility.exe	0.0.0.0	unknown	-	2	12	1682090
automousemover (38).exe	15.0.0.1	Auto Mouse Mover	-	1	17	1682090
vssvc.exe	10.0.14393.2608	Microsoft Windows Operating System	Operating System	3	21	1680998
atiesrxx.exe	6.14.11.1143	AMD External Events	Utility & Device driver	4	28	1680530
powermgr.exe	10.0.56.0	Lenovo Power Manager	-	2	19	1679791
talogon.exe	1820.1820.10250.2	TALogon	-	1	8	1679360
microsoftedgesh.exe	11.0.17763.1	Microsoft Edge Web Platform	-	1371	15980	1677188
rtkugui64.exe	1.0.666.0	Realtek USB audio menadžer	-	394	3728	1677077
semsservice.exe	7.15.4000.274	Citrix ICA Host	-	1	9	1674808
fahwindow64.exe	3.0.0.3	File Association Helper	-	1	9	1674808
trustedinstaller.exe	10.0.19041.84	Microsoft Windows Operating System	Operating System	1	172	1674042
wdservicestarter_32.exe	8.1.3.1	Workspaces Windows Plug-in	-	7	71	1673174
filesecureassist.exe	3.1.9.0	Seclore FileSecure	-	1	22	1672728
searchprotocolhost.exe	7.0.18362.449	Windows Search	Operating System	1	2	1671168
notepad++.exe	7.8.1.0	Notepad	Office	2	11	1671168
defrag.exe	10.0.16299.15	Windows Drive Optimizer	-	190	358	1669954
winlogon.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	90	1207	1668681
mqsvc.exe	5.0.1.1	Microsoft Windows Operating System	Operating System	6	52	1668647
ipodservice.exe	11.4.0.18	iTunes	Multimedia	35	434	1668536
jusched.exe	2.8.231.11	Java Platform SE Auto Updater	-	4	23	1668189
findstr.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3225	830499	1668189
rtkauduservice64.exe	1.0.150.10	Realtek HD Audio Universal Service	-	11	444	1666840
acrotray.exe	11.0.1.36	AcroTray - Adobe Acrobat Distiller helper application	Other	20	237	1664839
webexmta.exe	3905.3.1907.300	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	2	6	1664614
ptim.exe	3908.4.1910.1500	WebEx Productivity Tools	Instant messaging & Video-conferencing	1	5	1664614
applemobiledeviceservice.exe	17.344.0.68	unknown	Mobile device	38	472	1663894
vmware-svi-ga.exe	5.3.0.9334	VMware View Composer	Virtualization	11	76	1660820
sshd.exe	8.1.0.0	unknown	-	1	9	1660245
wksprt.exe	6.1.7601.24487	Microsoft Windows Operating System	Operating System	1	3	1660245
jucheck.exe	2.8.51.16	Java Platform SE Auto Updater	-	4	28	1659465
tsvncache.exe	1.13.1.28686	TortoiseSVN	-	1	24	1659371
adobecollabsync.exe	15.23.20053.15062	Adobe Collaboration Synchronizer	Other	4	9	1657124
wlrmdr.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	95	458	1654784
winlogon.exe	10.0.17763.1075	Microsoft Windows Operating System	Operating System	204	2014	1653834
webexmta.exe	4001.0.2001.200	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	3	33	1651084
ravcpl64.exe	1.0.0.1108	Realtek HD Audio Manager	Operating System	29	227	1648245
apntex.exe	8.1.0.34	Alps Pointing-device Driver for Windows	Utility & Device driver	312	3056	1647465
fontdrvhost.exe	10.0.16299.755	Microsoft Windows Operating System	Operating System	2	60	1647138
surfaceservice.exe	5.80.139.0	Surface	-	325	3341	1646399
ipodservice.exe	12.10.1.4	iPodService	-	3	43	1644793
fmapp.exe	1.64.0.12	unknown	Unknown	13	366	1644430
ibtsiva.exe	19.40.1.1	Intel Wireless Bluetooth	Utility & Device driver	27	311	1644024
mpcmdrun.exe	4.18.2004.4	Microsoft Windows Operating System	Operating System	1	49	1642628
winpty-agent.exe	0.0.0.0	unknown	-	31	367	1638927
javasetup8u241.exe	8.0.2410.7	Java Platform SE 8 U241	-	1	2	1638400
git-bash.exe	2.20.1.1	Git	-	1	19	1638400
dirmngr.exe	0.0.0.0	unknown	-	1	7	1638400
lsass.exe	10.0.16299.611	Microsoft Windows Operating System	Operating System	1	5	1638400
igfxcuiservice.exe	6.15.10.4973	Intel Common User Interface	Utility & Device driver	1	7	1638400
curl.exe	7.55.1.0	The curl executable	-	2	2	1638400
wdservicestarter_64.exe	4.9.0.86	WatchDox Windows Plug-in	-	1	7	1638400
setup.exe	79.0.3945.130	Google Chrome Installer	Graphics & Imaging	127	350	1638400
ose.exe	16.0.12527.20240	Office Source Engine	-	1	2	1638400
fulltrustnotifier.exe	0.0.0.0	unknown	Unknown	61	269	1638400
searchfilterhost.exe	7.0.17763.771	Windows Search	Operating System	1	499	1638400
wdservicestarter_32.exe	4.7.0.61806	WatchDox Windows Plug-in	-	1	10	1638400
taskhostw.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	448	1638400
defrag.exe	10.0.18362.657	Windows Drive Optimizer	-	4	8	1638400
flashplayerupdateservice.exe	28.0.0.137	Adobe Flash Player Update Service	-	31	6292	1638400
ibmpmsvc.exe	1.67.17.28	Lenovo Power Management Service	-	1	6	1638400
wdservicestarter_32.exe	6.0.3.14	Workspaces Windows Plug-in	-	1	8	1638400
plex update service.exe	1.18.9.2578	Plex Update Service	-	1	6	1638400
lpremove.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3010	5677	1635887
wdservicestarter_32.exe	7.0.2.1	Workspaces Windows Plug-in	-	2	16	1634304
syntpenhservice.exe	19.3.4.97	Synaptics Pointing Device Driver	Utility & Device driver	8	65	1633358
rtkaudioservice64.exe	1.0.0.89	Realtek Audio Service	-	2	12	1632938
mdnsresponder.exe	3.0.0.10	Bonjour	Network application	3	20	1631846
taskeng.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	1	338	1630988
ibmpmsvc.exe	1.67.4.4	Lenovo Power Management Service	-	4	29	1630838
syntphelper.exe	19.3.4.75	Synaptics Pointing Device Driver	Utility & Device driver	25	420	1629288
winlogon.exe	10.0.17763.802	Microsoft Windows Operating System	Operating System	3103	33847	1627655
displaylinkui.exe	7.9.1589.0	DisplayLink Core Software v7.9.1589.0	-	3	30	1627477
settingsynchost.exe	10.0.17763.615	Microsoft Windows Operating System	Operating System	2944	31290	1627058
apmsgfwd.exe	8.1.0.48	ApMsgFwd	Utility & Device driver	312	3179	1627005
spooler.exe	17.901.0.0	Bloomberg FXGO Spooler	-	20	115	1626547
dptf_helper.exe	8.4.11000.6436	Intel Dynamic Platform and Thermal Framework Utility Application	Utility & Device driver	332	743	1626484
wavessyssvc64.exe	1.13.3.0	Waves MaxxAudio	-	19	158	1625633
vmnat.exe	14.1.0.27582	VMware Workstation	Virtualization	1	5	1625292
nxteufb.exe	6.25.3.3	Nexthink Coordinator	-	4038	41376	1623568
winpty.exe	0.0.0.0	mintty	-	6	37	1623420
wifitask.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	2226	3531	1622016
wdservicestarter_32.exe	8.0.0.223	Workspaces Windows Plug-in	-	1	13	1620526
wininit.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	172	1427	1618598
prevhost.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	1	4	1616554
blackwidowultimatetray.exe	1.8.8.16	Razer BlackWidow Ultimate Systray	-	1	9	1616554
constituent edtor tool 1.0.17.exe	1.0.17.0	Constituent Edtor Tool	-	4	18	1615462
agsservice.exe	6.5.0.172	Adobe Genuine Software Integrity Service	-	8	525	1615084
ituneshelper.exe	12.9.3.3	iTunes	Multimedia	1	14	1614994
ssonsvr.exe	14.10.1.22	Citrix Receiver	-	5	33	1612582
rtkaudioservice64.exe	1.0.0.88	Realtek Audio Service	Utility & Device driver	1	11	1612185
ptoiex.exe	3905.0.1905.800	ptOIEx Module	Instant messaging & Video-conferencing	2	11	1611093
filesecureassist.exe	1.12.0.0	Seclore FileSecure	-	2	19	1610805
hpwuschd2.exe	80.1.1.0	hpwuSchd Application	Utility & Device driver	35	343	1606224
plugin-container.exe	75.0.0.7398	Firefox	-	1	7	1605632
atieclxx.exe	25.20.15002.58	AMD External Events	-	1	8	1605632
prevhost.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	33	218	1604842
findstr.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	553	154725	1604639
vmacthlp.exe	10.1.10.63510	VMware Tools	Virtualization	3	19	1603907
fileopenbroker64.exe	18.12.20.14	FileOpen Broker	-	2	17	1603704
ibmpmsvc.exe	1.67.16.20	Lenovo Power Management Service	-	2	15	1603447
